,Label,Tweet
32,0,Ahok: mari berlomba program #DebatFinalPilkadaJKT
33,0,#DebatFinalPilkadaJKT aduh... Kecewa pertanyaan paslon 1....
34,0,RT @agusdansylvi: #DebatFinalPilkadaJKT Saya pilih nomor 1. Sektor informal akan dimajukan mas Agus dan Mpok Sylvi.
35,0,RT @JTmor: Ahok pilihan terbaik untuk Jakarta
36,0,RT @augustfrankto: #DebatFinalPilkadaJKT Bu Silvy curhat karena pernah dimarahi sama Pak Ahok...hehe..
37,0,Mantap pak AHOK #DebatFinalPilkadaJKT
38,0,Ahok gagah kaya gatot kaca! #DebatFinalPilkadaJKT
39,0,Telaaaakkk nomer satuuuu. Nghahahaha #DebatFinalPilkadaJKT
40,0,Lomba adu program #DebatFinalPilkadaJKT #SkakSilvi
41,0,#DebatFinalPilkadaJKT Denger banyak program dan janji dan sering tau pas jadi ga dijalankan rasanya males aja sih.
42,0,DEBAT CAGUB DKI ke 3 - 10 Februari 2017 - Segmen 3 Mantap Ahok SKAK Sylviana Murni\n\n#DebatFinalPilkadaJKT
43,0,Pertanyaan Ibu Silvy rada maksa.. #DebatFinalPilkadaJKT
44,0,"Tanggal 15, pas pilkada nanti sy gak akan milih siapa-siapa ah!"
45,0,"Saya pribadi bakal prefer kok muslim dengan kapabilitas, tetapi lihat kondisinya Ahok menjadi pilihan plg realistis buat kemajuan DKI"
46,0,"Yang mendukung Mas Anies bukan berarti anti Pak Ahok, begitu Pula sebaliknya"
47,0,Spanduk Tolak Salatkan Pembela Penista Agama juga Muncul di Kalibata https:\/\/t.co\/Sr1PbYtigN
48,0,#DebatFinalPilkadaJKT Telak banget anjir ngakak!
49,0,Ayo berlomba program jangan fitnah2 #DebatFinalPilkadaJKT
50,0,RT @deelestari: Akhirnya nggak ngantuk lagi! Yeay! #DebatFinalPilkadaJKT
51,0,Duh dibilang ga punya program paslon 1... kesian kesian kesian ... #debatfinalpilkadajkt
52,0,"Tuntut Keadilan Bagi Penista Agama, Puluhan Jawara Betawi Ikuti Aksi 212 Jilid II https:\/\/t.co\/HWVuoZyYov"
53,0,Keras nih ahok #DebatFinalPilkadaJKT
54,0,Paslon 3 Anies Sandiaga Uno 15 Feb 2017 Utk Jakarta Indonesia Raya OK OCE
55,0,Sesuai namanya: RONDE FINAL\n\n#DebatFinalPilkadaJKT
56,0,"Mendagri Tambah Pusing, Ketika MA Emoh Keluarkan Fatwa Status Gubernur Penista Agama https:\/\/t.co\/J34aMQiMNi"
57,0,Tolong adu program
58,0,Genderang perang makin kencang #DebatFinalPilkadaJKT
59,0,Mpok sylvi udah mulai emosi \ud83d\ude02\n #DebatFinalPilkadaJKT
60,0,Some people gabisa bedain kasar sama tegas. #DebatFinalPilkadaJKT
61,0,Beliau para pemimpin hebat Indonesia! Kita bangga https:\/\/t.co\/NAWbps9Xpt https:\/\/t.co\/5cC2U9AIEv
62,0,@InformasiDKI mungkin bu silvy jg pengen foto sama pak ahok hihihi #DebatFinalPilkadaJKT
63,0,#DebatFinalPilkadaJKT Mulai saling serang deh
64,0,RT @InaKinoy: baca ini dulu lah biar mendinginkan suasana #DebatFinalPilkadaJKT https:\/\/t.co\/Em9GCKc4qe
65,0,ayo berlomba program jgn pitnah doank.. #DebatFinalPilkadaJKT #BadjaPastimenang
66,0,RT @qronoz: Pokoknya kalo Ahok udah ngomong: Aduuuuuuh KELAR. #DebatFinalPilkadaJKT
67,0,Senjata makan tuan #DebatFinalPilkadaJKT #DebatFinalDKI
68,0,Ahok kekerasan verbal? Masa koruptor dielus2 #DebatFinalPilkadaJKT
69,0,RT @qronoz: Gak ada program yang mau diserang yang diserang karakternya. AHaY! \ud83d\ude02 #DebatFinalPilkadaJKT
70,0,Terkait Jakarta tak Ramah anak apa tanggapan Pak @aniesbaswedan https:\/\/t.co\/ufA55UWBcI
71,0,emang OK OCE anies dan sandi dalam mengatasi urbanisasi dan lapangan kerja #DebatFinalPilkadaJKT https:\/\/t.co\/BrCeCZSkux
72,0,Suporternya mulai kampungan paslon masih ngomong jg ...... #DebatFinalPilkadaJKT
73,0,Mulai seru ni #DebatFinalPilkadaJKT
74,0,#DebatFinalPilkadaJKT nangis nangis ketonjok lagi
75,0,RT @Kafyonaa: JADI DEBAT TERAKHIR NANTI MALAM PILIHANMU JATUH KE PASLON YANG MANA? #DebatFinalPilkadaJKT #Debat3PilkadaDKI
76,0,RT @magendajuang: Wkwkwk udah dah pilih Anies Sandi aja :) #DebatFinalPilkadaJKT https:\/\/t.co\/hMXhjyHBnJ
77,0,fitnah lebih kejam loh dari pembunuhan #DebatFinalPilkadaJKT
78,0,mari #debatsehat. jangan coba pakai #datasesat. #DebatFinalPilkadaJKT #DebatFinalDiKompasTV
79,0,"RT @prastow: Apapun itu, keberanian Ahok membongkar mafia anggaran menjadi tonggak penting menuju APBD yg kredibel dan akuntabel."
80,0,RT @SydSalesman: inilah wujud nasional-is-me dagangannya @pandji ... hebat! https:\/\/t.co\/0fYIG6c2xl
81,0,Pak dosen makin keliatan aslinya :(
82,0,RT @gabriellaanDini: Dulu di awal kampanye bukannya uda deklarasi anti SARA??? Tadinya gw pikir no.3 lebih mending dari no.1
83,0,#DebatFinalPilkadaJKT mateng mpok Silvy di bombardir Pak Ahok... jawaban cerdas Pak Ahok..
84,0,#DebatFinalPilkadaJKT mohon tenang
85,0,Yg no.1 nih ngomongin hal yg di luar program mulu ya. Ngga ada bhan ya bwt serang lawan.. Cape dehh! #DebatFinalDKI #DebatFinalPilkadaJKT
86,0,Cinta pak Ahok pokoknya #DebatFinalPilkadaJKT
87,0,#DebatFinalPilkadaJKT nggak cuma ibu2 yang pengen foto sama Ahok bapak2 juga lho
88,0,Mas Agus saya akui malam ini....rambut kamu bagus! #DebatFinalPilkadaJKT
89,0,RT @republikaonline: Ahok Janji Berani Tutup Tempat Hiburan Malam yang Jual Narkoba
90,0,Agus-Sylvi sisipkan bahasa jawa saat debat https:\/\/t.co\/fGTfXgaINx
91,0,"RT @hariadhi: Ahok udah perhatikan penyandang disabilitas, jauuuh sebelum kandidat lain berjanji #NobarAhokDjarot #BadjaPastiJuara"
92,0,Ahok keren!!! #DebatFinalPilkadaJKT
93,0,Gimana ya Tim Ahok kok makin disudutkan(?) Mungkin karena ini final kali y
94,0,Nih fakta buat yg asbun. #BadjaPastimenang #DebatFinalPilkadaJKT
95,0,Siap-siap meme CCTV. #DebatFinalPilkadaJKT #Debat3PilkadaDKI #DebatFinalDKI
96,0,Nyinyir tingkat nasional #DebatFinalPilkadaJKT
97,0,Drama bgt itu :(( #DebatFinalPilkadaJKT
98,0,Ini judulnya Debat atau nyerang paslon 2 ?????? #DebatFinalPilkadaJKT
99,0,Lha kok menyerang gitu ya #DebatFinalPilkadaJKT
100,0,Debat sama berantem beda tipis #DebatFinalPilkadaJKT
101,0,Orang tegas dibilang maki-maki orang -_- #DebatFinalPilkadaJKT
102,0,1 atau 2 perempuan berbeda dengan kaum perempuan #DebatFinalPilkadaJK
103,0,mantap OK OCE anies sandi dalam mengatasi urbanisasi dan lapangan kerja
104,0,RT @WisnuDewobroto: Ga seru nih. selalu mengungkit masa lalu :). kekerasan Verbal semua pernah lakukan manusia biasa. #DebatFinalPilkadaJKT
105,0,satu perempuan bukan semua perempuan #DebatFinalPilkadaJKT
106,0,#DebatFinalPilkadaJKT Pertanyaan paslon 1 dpt dikategorikan sbg kekerasan dalam debat.
107,0,@jokowi pak maafkan saya. Biarkan malam ini saja saya memposting ujaran kebencian. Hanya malam ini saja pak xoxo #DebatFinalPilkadaJKT
108,0,Semoga Allah memenangkan pak Anies-sandi https:\/\/t.co\/sns0rXRw3f
109,0,#DebatFinalPilkadaJKT non muslim coblos Ahok muslim coblos Djarot. Bagaimana?
110,0,#DebatFinalPilkadaJKT *pemimpin harus dapat ciptakan suasana damai tentram dan bukan adu domba atau hasutan
111,0,Saya bertanya kepada Bapak Presiden dan Kapolri OK OCE tuh apaan? #DebatFinalPilkadaJKT
112,0,Keliatan banget keberpihakan media #DebatFinalPilkadaJKT
113,0,RT @di_HatiKecil: Bagus nih ilustrasinya #DebatFinalPilkadaJKT https:\/\/t.co\/zAQLqrBiUF
114,0,RT @rezaoktovian: Ahok terlalu keren :')
115,0,isinya timeline twitter cm pilkada.. membosankan sekali..
116,0,Mohon tenang mohon tenang #DebatFinalPilkadaJKT
117,0,ah diulang. Jawabannya bisa beda kan? #DebatFinalPilkadaJKT
118,0,Perasaan bukan pertanyaan itu deh yg td dijawab om @aniesbaswedan audionya ga keluar atau ia ya? #DebatFinalPilkadaJKT
119,0,Boleh tinggal di pinggir kali meski bukan tanahnya boleh jualan di pinggir jalan
120,0,RT @rigenz123: Sehatkan Warga DKI Melalui #JakartaBerlari Barulah Pembangunan Dapat Sejahterakan Warganya. #DebatFinalPilkadaJKT
121,0,kalau kamu diputuskan pacar tanpa sebab mungkin program OKE OCE bisa jadi solusi nya #DebatFinalPilkadaJKT
122,0,Melibatkan yang paham pada bidangnya untuk duduk bersama memecahkan solusi. Cara kepemimpinan yg cerdas ! #DebatFinalPilkadaJKT
123,0,Justru laki-laki lah yang sering mengalami kekerasan verbal. Berapa kali dirimu dimarahi istrimu..? Ayo ngaku.
124,0,RT @TirtoID: Soal gerakan-gerakan ala @aniesbaswedan #PeriksaData #DebatFinalPilkadaJKT
125,0,Mayoritas warga Jakarta ingin dipimpin Gubernur baru. Emang iya? #DebatFinalPilkadaJKT
126,0,Paslon 1 selalu nyerang paslon 2 ni #DebatFinalPilkadaJKT
127,0,RT @JktMajuBersama: Upaya Anies-Sandi untuk mendukung perempuan menjadi pelaku UKM :) #DebatFinalPilkadaJKT
128,0,Salah satu indikator meningkatnya kualitas hidup warga Jkt adl terus bisa tersenyum seperti Pak Djarot malam ini
129,0,Tontonan yg wajib ditunggu sehabis #DebatFinalPilkadaJKT
130,0,"RT @ainouun: Pak Ahok : penyandang disabilitas bukan hanya mereka, suatu saat kita juga bisa jadi. #DebatFinalPilkadaJKT"
131,0,"RT @tribunjateng: Saat Jeda, Ahok dan Djarot Sapa Ganjar Pranowo dari Atas Panggung"
132,0,@Boojaee sayang hyung cuma pencitraan :* wkwk
133,0,"@kurawa Msh inget sm ibu penjual kue di balaikota, cm Pak Ahok yg tau klo si ibu sakit, ibu itu langsung diurus ke rs. Ini bukan pencitraan."
134,0,Biar jajan naik sejuta https://t.co/veZ5PXxDfr
135,0,bio gw belum diganti astagfirullah rusak pencitraan cewe cantik
136,0,#MataNajwaDebatJakarta Ya ampun udh closing statement msh aja commentnya ky gitu ya
137,0,Hah uda closing statement?? Cepet bener?? #DebatFinalPilkadaJKT
138,0,RT @digembok: #DebatFinalPilkadaJKT kali ini keren.Biasanya ada sesi tanya-jawab Kali ini ada SESI CURHAT
139,0,Ketiga paslon gagal menjawab pertanyaan yang jawabannya harus memuji kebaikan paslon lain
140,0,Mari berjuang bersama SBYudhoyono utk memenangkan #SaduddinDhani di #PilkadaKabBekasi2017 #BekasiSAH #BekasiBerjaya
141,0,"Jikapun aparatur bisa dibeli, kyai dan santri oplosan dibeli. Masih ada yng ASLI, siap MELAWAN KETIDAKADILAN https://t.co/riloAH9gAd"
142,0,Pasangan mana yang unggul dalam debat kandidat Gubernur-Wagub DKI Jakarta Malam Ini?
143,0,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam"
144,0,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya"
145,0,"RT @adelladellaide: Bersikap baik dan menjaga prilaku di depan umum bukan berarti pencitraan, bukan pula ""menjadi orang lain""."
146,0,"RT @FiersaBesari: Saat jujur, ada yg curiga. Saat berbuat baik, ada yg menuduh pencitraan. Saat bahagia, ada yg iri. Abaikan."
147,0,"Umat Islam yg peduli agama mrk, tentu tdk akan tergoda dg trik2 konyol seperti ini, InshaAllah umat Islam sdh sadar https://t.co/PFH1MPsKFO"
148,0,"#AniesIntoleran \nAnies Baswedan, tak lagi memiliki integritas dan kredibilitas sebagai seorang pemimpin. https://t.co/rv053Gt4j8"
149,0,@agusriyadi12345 Apakah perlu semua berita ahok harus menggunakan penista agama. Misalnya Penista agama sedang kampanye di Jakarta pusat.
150,0,"@agusriyadi12345 Apakah tidak sadis, jika semua berita tentang ahok, judulnya diawali degan Terdakwa penista agama bukan menggunakan nama?"
151,0,"@Altefalken kemarin kan ada berita tentang penyakit mengingitis dari Babi, mksd gw apa nyambungnya sama ahok?"
152,0,@ISejunnie @AHMADDHANIPRAST artis korea bisa world tour ahmad dhani bisa ?
153,0,"@HaqueMarissa ,, ahok di jakarta , daging babi di bali apa hubungan nya ya??"
154,0,"Ahmad Dhani Bangkrut Ditagih Utang Melalui Video, Mantan Istrinya Jadi Janda Kaya Raya: Hampir setahun berlalu, https://t.co/22InRwRR26"
155,0,"Ahmad Dhani Sentil AHOK, eh Sandiaga Uno cengar cengir.!: https://t.co/vhDAAa3ShI melalui @YouTube"
156,0,Hehhee.. Makanya jangan mengagumi sesorng berlebihan.. Kecuali kepada Rasulullah.. https://t.co/ZXVB2DiRMg
157,0,#MataNajwaDebatJakarta acara uda abis menurut kalian debat sapa yang betul-betul memaparkan prog dan solusi?
158,0,Mereka (koruptor) meletakkan kitab suci ditempat paling rendah...tapi masih sok jadi pemilik kapling surga... https://t.co/oj5YN3WBeI
159,0,RT @99Ohhani: Woww dukungan Rakyat Palestina ke Ahok yg dituduhSbg penista Agama ?? mrk Mengelu2kan Ahok !!!Ahok is The Best https://t.co/
160,0,Pencitraan di socmed itu boleh-boleh aja. Tapi harus bisa tanggung jawab sama citra yang udh dibikin. Jangan sampe jadi malu-maluin. Kasian.
161,0,RT @kompascom: Kasus Kicauan Ahmad Dhani Dilimpahkan ke Polres Metro Jakarta Selatan. https://t.co/uJ0m7JernN
162,0,RT @kv_kahfi: Komplit bgt yaaaa..... Heran nya msh aja yg percaya dan idolain dia https://t.co/PNTYRAnaJO
163,0,RT @m0th3rb04rd__: bagaimana keadilan bisa tercipta jika si penista agama belum di vonis penjara\n #BerjamaahTolakReklamasi
164,0,"RT @TeddyGusnaidi: Bro.. Kalau yg dimaksud Fatwa Penista agama, MUI gak pernah mengeluarkan Fatwa. https://t.co/x9uXhqJKCa"
165,0,RT @TeddyGusnaidi: Sidang hari ini makin menguatkan bahwa Ahok bukan penista agama.. Ada yang bisa bantah?? \nhttps://t.co/2Ksj4snR1t
166,0,"Sebut Ahok Bukan Akademisi, Ahmad Dhani: Secara Intelektual, Lebih Intelek Bang Anies https://t.co/YrzfmMV1LG"
167,0,"Yg melakukan Penista Agama sesungguhnya, agama yg suci digunakan alat untuk mengejar jabatan (kekuasaan) https://t.co/hKvZIpm8ZS"
168,0,"Kalah di Pilkada Bekasi, Ahmad Dhani Jadi Juru Kampanye Pasangan Anies-Sandi https://t.co/oIZpN8hYnd #NenengYes https://t.co/FGOhKhXWxt"
169,0,#MataNajwaDebatJakarta Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tdk suka.
170,0,"#MataNajwaDebatJakarta jawaban terakhir Anis jadi bikin ingat jawaban dia pas debat kemarin, ""jawaban anda menarik tapi tidak nyambung"""
171,0,"#MataNajwaDebatJakarta buzzer ahok lagi kerja keras nih,.ayo kerja2 tar gajian ga turun"
172,0,#MataNajwaDebatJakarta kerendahan hati dan lawan kerendahan hati kelihatan banget..
173,0,#MataNajwaDebatJakarta kok gaya pak @aniesbaswedan kayak SBY ya?
174,0,"#MataNajwaDebatJakarta kenyataannya si anis nyaman bgt dgn isu sara kok , kan nguntungin anis , pura2 sok bijak pdhl menikmati isu sara ,"
175,0,#MataNajwaDebatJakarta nyesel liat debat tidak bermutu cuma bisa mencela..
176,0,#MataNajwaDebatJakarta.kesimpulan: Saya tdk rela punya Gub seorg Anies dan sy percaya Ahok akan menang. Salam 2 jari.
177,0,@ibnusungeb ahoker panas dingin ahok kalah debat Sama Anis. #MataNajwaDebatJakarta
178,0,Ada yg tahu ga backsound penutup mata najwa ini siapa musisinya dan apa judulnya? #MataNajwaDebatJakarta
179,0,"#MataNajwaDebatJakarta p ahok apapun hanya Utk rakyat, p anies tkt dicurangi... Ngerti bedanya.."
180,0,"@MataNajwa mantapppp Mata Najwa diskusi lebih hidup dan mendidik,,, jauh berkualitas di banding debat yg selenggarakan KPU"
181,0,"@MataNajwa mbak najwa..ayo ""ketengah"" lagi sedikit..jgn terlihat ke kiri, dgn meminta terus pak anies cpt2 menyelesaikan kalimat2nya.."
182,0,"Dan soal soal ribut-ribut pribumi vs non pribumi yang ramai di beranda saya itu, sebenarnya maksudnya apa? ikut..."
183,0,"Sedih liat pak anies saat ini, tokoh yang dulu saya kagumi kenapa jadi seperti ini ;') #MataNajwaDebatJakarta"
184,0,Awal sp akhir @aniesbaswedan bisanya cm serang pribadi @basuki_btp gak ada program yg perlu dibanggakan #MataNajwaDebatJakarta
185,0,Gimana nih om @pandji pasti ikut gedeg juga kan dengerin retorika ga ada wawasan. Tapi gimana udah terlanjur ya. #matanajwadebatjakarta
186,0,Haduhhhh Pak Anies.. Terus pendukung anda yang didatengin ke Jakarta itu dari mana pak? Dari luar jakarta kan #MataNajwaDebatJakarta
187,0,Haha anies pendemo2 dr jawa barat kok ga ngomen. Takut kalah ya haha #MataNajwaDebatJakarta
188,0,#MataNajwaDebatJakarta pak uno habis 62M istrinya ga marah ya pak? Saya mo beli sepatu 300rb aja istri saya marah2 pak
189,0,"#MataNajwaDebatJakarta jangan suka menyerang, ini bukan perang,. mengapa ingin ibadah harus menyerang orang.."
190,0,"#MataNajwaDebatJakarta Paslon 3 serang terus dengan membawa2 hal2 yg biasa menyerang, tp Paslon 2 tenang menjawabnya"
191,0,"Aahhh akuh sedih, akuh org depok ternyata ngga boleh ke jakarta pak mANIES jahattttt #MataNajwaDebatJakarta"
192,0,"#MataNajwaDebatJakarta saludd utk mata najwa, berbobot sekali perdebatan malam ini.."
193,0,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok
194,0,"Menurut Anda, apakah #SidangAhok Dugaan Penistaan Agama dgn Terdakwa @basuki_btp murni isyu Pilkada DKI Jakarta atau murni demi Islam???"
195,0,Semua kejujuran akan mendapatkan pahala dari surga. Sabar ya Pak Basuki #FreeAhok https://t.co/NlgbEcj4Jc
196,0,Jadilah orang yang bertanggung jawab atas segala tindakan anda. dengan demikian anda akan menuai hal yang positif. #SidangAhok
197,0,"#MataNajwaDebatJakarta terima kasih telah memberikan pendidikan demokrasi pada rakyat Indonesia, khususnya Jakarta."
198,0,"Keberagaman itu datang dr hati terdalam, bukan dr pencitraan #Tetap3 #JKTBeragam"
199,0,"Membangun bangsa dan negara ini engga cukup dengan metoda pencitraan saja ,tanpa teruji lewat rekam jejak dan integritas tokohnya"
200,0,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta
201,0,"Jika lo bisa menceritakan kembali kalimat2 yg dilontarkan Anies di @MataNajwa dgn bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta"
202,0,"kalau liat sosmed, Pak Ahok menang telak. Namun sayang, hanya kata-kata manis lah yg diserap bbrp warga kecil. #matanajwadebatjakarta"
203,0,Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF
204,0,"Kenapa debat @MataNajwa ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta."
205,0,Kalau lihat Ahok itu kayak lihat power rangers merah
206,0,Kesimpulan. Ahok spt biasa fokus detail ke program. Anies terlalu fokus menjatuhkan lawan #MataNajwaDebatJakarta
207,0,"pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak @aniesbaswedan buat gagasan nya #MataNajwaDebatJakarta"
208,0,Jangan berpihak...melayani rakyat dengan sepenuh hati..Tuhan yang memberi kekuasaan.. Tuhan yang mengambil..-ahok#MataNajwaDebatJakarta
209,0,Pak Ahok jangan blunder dong Pak..dari tadi udah bagus. Pertanyaannya komitmen menerima hasil kontestasi. #MataNajwaDebatJakarta
210,0,jangan ada keberpihakan dalam badan hukum karena itu akan merusak demokrasi #important #MataNajwaDebatJakarta
211,0,"Jika lo bisa menceritakan kembali kalimat2 yg dilontarkan Anies di @MataNajwa dgn bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta"
212,0,"Kenapa debat @MataNajwa ini, Ahok makin keliatan diatas angin ya. Kliatan dia sangat menguasai problem solusi tata kelola Jakarta."
213,0,Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! #MataNajwaDebatJakarta
214,0,Masihkah Ahoker debat soal program? Jlebb.. KO kena uppercut Anies soal KJP. Pergubnya blm di rubah.. @roemahdjoeang @NetizenTofa @cepot234
215,0,RT @alysap_: Semua penganut agama harus dapet hak yang sama - Ahok #MataNajwaDebatJakarta
216,0,"Aku heran kenapa ilklan kampanye #AhokDjarot yg terbaru itu begitu, ini aku loh yang bingung bkn akuang,asiang, atau aming #IklanAhokJahat"
217,0,Abis nyoblos streaming video perkembangan Pilkada 2017 pake #SisaKuotaGakHangus dari @IM3Ooredoo kuota ga habis deh
218,0,muslim sedang diuji di negara yg mayoritas Islam..semoga kita smua bisa bersabar dan menahan utk tidak berbicara kasar sbg balasan
219,0,Kiranya Jakarta semakin baik. Selamat berjuang buat Pak Ahok dan Pak Anies ! #MataNajwaDebatJakarta
220,0,"RT @grcllafrn: Pak Anies, inget, apa yg kau tabur itu yang akan kau tuai nanti... jadi takut sendiri :"") #MataNajwaDebatJakarta"
221,0,RT @kompascom: Bagaimana metode penarikan sampel hitung cepat yg dilakukan Litbang Kompas dlm Pilkada DKI Jakarta 2017? Simak disini
222,0,"mnding diem aja pak @basuki_btp semua pergerakanmu pasti disalahkan, klo wktunya menang ntar jga menang.... #IklanAhokJahat"
223,0,RT @netmediatama: Perbincangan menarik di Quick Count Pilkada 2017 bersama @irakoesno. #NETPilkada https:\/\/t.co\/odbVw4uWMr
224,0,Bersyukur menutup kampanye hari ini dengan berdoa agar PILKADA DKI Jakarta pada 15 Februari 2017 berjalan dengan lancar
225,0,Julia Perez Kecewa Gagal Nyoblos Pilkada DKI 2017 di TPS 15 RSCM https:\/\/t.co\/vajPLioiek
226,0,Disediakan Ambulans untuk Pasien Mencoblos pada Pilkada DKI 2017
227,0,RT @miekarinayam: Saya bertanya apakah saya memang tak boleh ikut Pilkada 2017? Apakah saya kehilangan hak saya yg dijamin konstitusi?
228,0,Ya Allah! Anis dan Sandi bakal jadi Gubernur DKI Jakarta terpilih di tahun ini
229,0,Domisili gue di Jakpus bela-belain ke TPS yg berlokasi di Jakbar dgn bermodal e-KTP buat ikutan Pilkada 2017.
230,0,RT @netmediatama: Presiden @jokowi menggunakan hak suaranya untuk Pilkada DKI Jakarta 2017 di TPS 4 Gambir Jakarta Pusat. #NETPilkada
231,0,"RT @boelatboelat: agree pak @basuki_btp kekuasaan itu Tuhan yang kasih, walau dijatuhkan, Tuhan akan menaikkan :) #MataNajwaDebatJakarta"
232,0,"RT @AzzamBarbarossa: Akibat Nila Setitik Rusak Susu Sebelangga, Akibat Mulut Oknum Tak terdidik Rusak Juga Persatuan Bangsa. #IklanAhokJahat"
233,0,"Mudah-mudahan Novel baswedan tidak alami kebutaan pada matanya. Kalau sampai buta, saya siap mendonorkan mata saya untuk dia."
234,0,"Mengapa mereka melakukan ini, apakah bisa merubah keadaan bagi para pemilih nanti ? #IklanAhokJahat"
